ItemID,index,dic_index
44021641588,2,CC
18999829018,2,CC
18999829018,2,CC
24596036343,2,DC
24596036343,2,JB
45219159638,2,DC
45219159638,2,CC
40565901878,2,DK
40565901878,2,QC
36613205733,2,CC
36613205733,2,XB
36613205733,2,CC
36613205733,2,XB
36613205733,2,EJ
36613205733,2,YD
43859660891,2,CC
43859660891,2,CC
38708270318,2,CC
38708270318,2,CC
35540978058,2,CC
35540978058,2,CC
35540978058,2,UV
35540978058,2,DC
26519380192,2,UV
26519380192,2,PZ
26519380192,2,DC
521513506795,2,CC
521513506795,2,CC
18053093587,2,UV
18053093587,2,UV
42468840454,2,MO
42468840454,2,YK
522033862841,2,CC
522033862841,2,CC
521870063421,2,CC
521870063421,2,CC
522097809685,2,CC
522097809685,2,CC
523776961013,2,CC
523776961013,2,CC
16831203027,2,CC
16831203027,2,CC
19999809846,2,CC
19999809846,2,CC
20167630571,2,XB
20167630571,2,DC
20167630571,2,SP
20167630571,2,XB
27462844289,2,CC
27462844289,2,UV
27462844289,2,CC
27462844289,2,UV
36910165248,2,CC
36910165248,2,CC
37994506504,2,CC
37994506504,2,CC
38663832002,2,CC
38663832002,2,CC
39237426326,2,DC
41802068265,2,CC
41802068265,2,YK
41802068265,2,CC
41802068265,2,CC
43168072227,2,WD
43736454825,2,CC
43736454825,2,CC
44231886556,2,CC
44231886556,2,FW
44231886556,2,CC
44231886556,2,DC
44231886556,2,FD
44231886556,2,FW
44231886556,2,JB
44231886556,2,JD
44231886556,2,UV
44799642380,2,CC
44799642380,2,CC
45293052304,2,CC
45293052304,2,CC
45410114111,2,CC
45410114111,2,CC
522145128789,2,CC
522145128789,2,CC
522145128789,2,SJ
523084126902,2,CC
523084126902,2,CC
18820622609,2,CC
18820622609,2,CC
18820622609,2,DC
20186366493,2,CC
20186366493,2,CC
20186366493,2,SJ
20373091017,2,CC
20373091017,2,CC
20728727154,2,CC
20728727154,2,YK
20728727154,2,CC
20728727154,2,DC
20728727154,2,RG
20728727154,2,YK
23896264169,2,UV
23896264169,2,DC
23896264169,2,UV
23896264169,2,YK
24319152517,2,CC
24319152517,2,CC
24319152517,2,FD
24319152517,2,QT
35674260254,2,CC
35674260254,2,CC
36982442137,2,CC
36982442137,2,UV
36982442137,2,CC
36982442137,2,CC
36982442137,2,DK
36982442137,2,RG
36982442137,2,UV
36982442137,2,UV
36982442137,2,WD
36982442137,2,XB
36982442137,2,YK
37745552927,2,CC
37745552927,2,CC
37745552927,2,DC
37745552927,2,FD
37745552927,2,UV
40148868087,2,CC
40148868087,2,CC
40175359932,2,CC
40175359932,2,CC
42981617542,2,DC
42981617542,2,JB
44069100271,2,CC
44069100271,2,CC
522086451970,2,CC
522086451970,2,CC
522743875767,2,CC
522743875767,2,CC
42681494957,2,CC
42681494957,2,XB
42681494957,2,CC
42681494957,2,DC
42681494957,2,JB
42681494957,2,XB
42681494957,2,XN
37443266749,2,CC
37443266749,2,CC
43452978184,2,CC
43452978184,2,UV
43452978184,2,CC
43452978184,2,UV
43452978184,2,YK
25673844634,2,CC
25673844634,2,CC
25673844634,2,FW
25673844634,2,SP
25673844634,2,UV
25673844634,2,XN
25673844634,2,XN
25673844634,2,ZG
23924620234,2,CC
23924620234,2,CC
23924620234,2,ND
23924620234,2,YK
40452911197,2,CC
40452911197,2,CC
43853759026,2,CC
43853759026,2,CC
44881048637,2,CC
44881048637,2,CC
44881048637,2,MO
44881048637,2,YK
522863996797,2,CC
36513357018,2,BU
36513357018,2,CC
36513357018,2,DK
36513357018,2,FD
36513357018,2,QT
36513357018,2,SP
36513357018,2,JD
36513357018,2,UV
36513357018,2,WD
36513357018,2,YK
36513357018,2,ZG
18352298789,2,DC
18352298789,2,YK
37241107923,2,MO
37241107923,2,DC
37241107923,2,MO
23969324559,2,CC
23969324559,2,XB
23969324559,2,CC
23969324559,2,DC
23969324559,2,JB
23969324559,2,XB
23969324559,2,XN
24291960195,2,CC
24291960195,2,CC
24291960195,2,UV
43426870825,2,CC
43426870825,2,CC
43426870825,2,DK
43426870825,2,WD
38631814095,2,CC
38631814095,2,XB
38631814095,2,YK
38631814095,2,CC
38631814095,2,FD
38631814095,2,XB
38631814095,2,XN
36574928690,2,UV
36574928690,2,ZG
44331296085,2,CC
44331296085,2,CC
44331296085,2,SJ
43473279886,2,DC
43473279886,2,CC
44021641588,3,CC
18999829018,3,CC
18999829018,3,CC
24596036343,3,CC
24596036343,3,CC
24596036343,3,DC
24596036343,3,JB
24596036343,3,ZG
45219159638,3,CC
40565901878,3,DK
40565901878,3,QC
40565901878,3,UV
40565901878,3,CC
40565901878,3,XB
40565901878,3,DC
36613205733,3,CC
36613205733,3,XB
36613205733,3,CC
36613205733,3,XB
36613205733,3,DC
36613205733,3,EJ
36613205733,3,YD
43859660891,3,CC
43859660891,3,CC
38708270318,3,CC
38708270318,3,CC
35540978058,3,CC
35540978058,3,CC
35540978058,3,UV
35540978058,3,DC
35540978058,3,PZ
26519380192,3,CC
26519380192,3,UV
26519380192,3,CC
26519380192,3,UV
26519380192,3,DC
521513506795,3,XB
521513506795,3,XB
521513506795,3,DC
521513506795,3,RG
521513506795,3,YK
18053093587,3,CC
18053093587,3,UV
18053093587,3,XB
18053093587,3,CC
18053093587,3,UV
18053093587,3,XB
18053093587,3,ZG
18053093587,3,FW
42468840454,3,CC
42468840454,3,CC
42468840454,3,MO
42468840454,3,YK
42468840454,3,GJ
522033862841,3,CC
522033862841,3,CC
521870063421,3,CC
521870063421,3,SJ
521870063421,3,CC
522097809685,3,XB
522097809685,3,XB
522097809685,3,DC
522097809685,3,MO
523776961013,3,XN
523776961013,3,YK
523776961013,3,XB
523776961013,3,ND
16831203027,3,CC
16831203027,3,CC
19999809846,3,CC
19999809846,3,XB
19999809846,3,CC
19999809846,3,GJ
19999809846,3,QT
19999809846,3,XB
20167630571,3,CC
20167630571,3,XB
20167630571,3,CC
20167630571,3,DC
20167630571,3,SP
20167630571,3,XB
27462844289,3,CC
27462844289,3,CC
27462844289,3,DC
36910165248,3,FW
36910165248,3,ND
36910165248,3,XB
36910165248,3,XN
36910165248,3,YK
37994506504,3,CC
37994506504,3,CC
38663832002,3,CC
38663832002,3,CC
39237426326,3,CC
39237426326,3,CC
39237426326,3,DC
41802068265,3,CC
41802068265,3,XB
41802068265,3,QT
41802068265,3,WD
41802068265,3,XB
43168072227,3,CC
43168072227,3,XB
43168072227,3,CC
43168072227,3,WD
43168072227,3,XB
43736454825,3,CC
43736454825,3,XB
43736454825,3,CC
43736454825,3,QT
43736454825,3,WD
43736454825,3,XB
44231886556,3,BU
44231886556,3,CC
44231886556,3,FW
44231886556,3,QC
44231886556,3,CC
44231886556,3,DC
44231886556,3,FD
44231886556,3,FW
44231886556,3,JD
44231886556,3,PZ
44231886556,3,QT
44231886556,3,RG
44231886556,3,SJ
44231886556,3,UV
44799642380,3,CC
44799642380,3,CC
45293052304,3,CC
45293052304,3,CC
45410114111,3,CC
45410114111,3,CC
522145128789,3,CC
522145128789,3,CC
522145128789,3,SJ
523084126902,3,DC
18820622609,3,CC
18820622609,3,UV
18820622609,3,CC
18820622609,3,DC
18820622609,3,UV
20186366493,3,CC
20186366493,3,CC
20186366493,3,SJ
20373091017,3,CC
20373091017,3,CC
20728727154,3,CC
20728727154,3,UV
20728727154,3,YK
20728727154,3,CC
20728727154,3,DC
20728727154,3,UV
20728727154,3,XN
20728727154,3,YK
23896264169,3,CC
23896264169,3,UV
23896264169,3,CC
23896264169,3,UV
23896264169,3,YK
24319152517,3,CC
24319152517,3,UV
24319152517,3,XB
24319152517,3,CC
24319152517,3,DC
24319152517,3,FD
24319152517,3,JB
24319152517,3,QT
24319152517,3,UV
24319152517,3,WD
24319152517,3,XB
24319152517,3,YK
35674260254,3,CC
35674260254,3,CC
36982442137,3,CC
36982442137,3,DK
36982442137,3,MO
36982442137,3,UV
36982442137,3,XB
36982442137,3,CC
36982442137,3,DK
36982442137,3,UV
36982442137,3,WD
36982442137,3,XB
36982442137,3,ZG
37745552927,3,CC
37745552927,3,CC
37745552927,3,DC
37745552927,3,FD
37745552927,3,RG
37745552927,3,SJ
37745552927,3,UV
40148868087,3,CC
40148868087,3,CC
40175359932,3,CC
40175359932,3,CC
42981617542,3,CC
42981617542,3,CC
42981617542,3,DC
42981617542,3,JB
42981617542,3,ZG
44069100271,3,CC
44069100271,3,CC
522086451970,3,CC
522086451970,3,CC
522743875767,3,CC
522743875767,3,CC
42681494957,3,CC
42681494957,3,XB
42681494957,3,CC
42681494957,3,DC
42681494957,3,JB
42681494957,3,ND
42681494957,3,RG
42681494957,3,XB
42681494957,3,XN
37443266749,3,CC
37443266749,3,CC
43452978184,3,CC
43452978184,3,UV
43452978184,3,CC
43452978184,3,SJ
43452978184,3,UV
25673844634,3,CC
25673844634,3,CC
25673844634,3,FW
25673844634,3,SP
25673844634,3,UV
25673844634,3,XN
25673844634,3,XN
25673844634,3,ZG
23924620234,3,CC
23924620234,3,CC
23924620234,3,ND
23924620234,3,YK
40452911197,3,CC
40452911197,3,CC
43853759026,3,CC
43853759026,3,CC
44881048637,3,CC
44881048637,3,UV
44881048637,3,XB
44881048637,3,CC
44881048637,3,MO
44881048637,3,UV
44881048637,3,XB
44881048637,3,YK
522863996797,3,CC
36513357018,3,BU
36513357018,3,CC
36513357018,3,DC
36513357018,3,DK
36513357018,3,FD
36513357018,3,QT
36513357018,3,SP
36513357018,3,JD
36513357018,3,UV
36513357018,3,WD
36513357018,3,YK
36513357018,3,ZG
18352298789,3,DC
18352298789,3,YK
18352298789,3,ZG
23969324559,3,CC
23969324559,3,XB
23969324559,3,CC
23969324559,3,DC
23969324559,3,JB
23969324559,3,ND
23969324559,3,RG
23969324559,3,XB
23969324559,3,XN
24291960195,3,CC
24291960195,3,XB
24291960195,3,CC
24291960195,3,DC
24291960195,3,UV
24291960195,3,XB
24291960195,3,ZG
43426870825,3,CC
43426870825,3,CC
43426870825,3,DC
43426870825,3,DK
43426870825,3,WD
38631814095,3,CC
38631814095,3,UV
38631814095,3,XB
38631814095,3,YK
38631814095,3,CC
38631814095,3,FD
38631814095,3,PZ
38631814095,3,UV
38631814095,3,XB
38631814095,3,XN
36574928690,3,CC
36574928690,3,ND
36574928690,3,CC
36574928690,3,DC
36574928690,3,UV
36574928690,3,XB
36574928690,3,ZG
44331296085,3,CC
44331296085,3,DK
44331296085,3,XB
44331296085,3,CC
44331296085,3,DK
44331296085,3,QT
44331296085,3,SJ
44331296085,3,WD
44331296085,3,XB
44331296085,3,YK
43473279886,3,DC
43473279886,3,CC
44021641588,4,CC
18999829018,4,DC
24596036343,4,CC
24596036343,4,MO
24596036343,4,CC
24596036343,4,FH
24596036343,4,DC
24596036343,4,JB
24596036343,4,ZG
24596036343,4,YK
45219159638,4,CC
36613205733,4,CC
36613205733,4,XB
36613205733,4,CC
36613205733,4,XB
36613205733,4,DC
36613205733,4,RG
36613205733,4,ND
36613205733,4,EJ
36613205733,4,YD
43859660891,4,CC
43859660891,4,CC
38708270318,4,CC
38708270318,4,CC
38708270318,4,XN
38708270318,4,PZ
35540978058,4,CC
35540978058,4,CC
35540978058,4,UV
35540978058,4,DC
35540978058,4,PZ
26519380192,4,CC
26519380192,4,UV
26519380192,4,XB
26519380192,4,DK
26519380192,4,CC
26519380192,4,UV
26519380192,4,XB
26519380192,4,DK
26519380192,4,DC
521513506795,4,CC
521513506795,4,XB
521513506795,4,CC
521513506795,4,XB
521513506795,4,DC
521513506795,4,RG
521513506795,4,YK
18053093587,4,CC
18053093587,4,UV
18053093587,4,XB
18053093587,4,CC
18053093587,4,UV
18053093587,4,XB
18053093587,4,ZG
18053093587,4,FW
42468840454,4,MO
42468840454,4,YK
42468840454,4,SJ
42468840454,4,DC
522033862841,4,CC
522033862841,4,CC
521870063421,4,MO
521870063421,4,DC
521870063421,4,SJ
522097809685,4,CC
522097809685,4,XB
522097809685,4,CC
522097809685,4,XB
522097809685,4,DC
522097809685,4,MO
522097809685,4,UV
522097809685,4,PZ
523776961013,4,CC
523776961013,4,CC
523776961013,4,XN
523776961013,4,YK
523776961013,4,XB
523776961013,4,ND
16831203027,4,BU
16831203027,4,CC
16831203027,4,CC
16831203027,4,GJ
16831203027,4,DC
16831203027,4,QT
16831203027,4,SJ
16831203027,4,WD
16831203027,4,XN
16831203027,4,YK
19999809846,4,XB
19999809846,4,DC
19999809846,4,GJ
19999809846,4,QT
19999809846,4,SJ
19999809846,4,XB
19999809846,4,XN
20167630571,4,CC
20167630571,4,WD
20167630571,4,XB
20167630571,4,CC
20167630571,4,DC
20167630571,4,ND
20167630571,4,SP
20167630571,4,XB
27462844289,4,CC
27462844289,4,CC
27462844289,4,DC
36910165248,4,CC
36910165248,4,CC
36910165248,4,FW
36910165248,4,ND
36910165248,4,XB
36910165248,4,XN
36910165248,4,YK
37994506504,4,CC
37994506504,4,CC
37994506504,4,PZ
37994506504,4,XN
38663832002,4,CC
38663832002,4,CC
38663832002,4,PZ
38663832002,4,XN
39237426326,4,CC
39237426326,4,CC
39237426326,4,DC
41802068265,4,CC
41802068265,4,XB
41802068265,4,CC
41802068265,4,DC
41802068265,4,GJ
41802068265,4,QT
41802068265,4,SJ
41802068265,4,WD
41802068265,4,XB
43168072227,4,CC
43168072227,4,DK
43168072227,4,XB
43168072227,4,CC
43168072227,4,DC
43168072227,4,DK
43168072227,4,ND
43168072227,4,QT
43168072227,4,SJ
43168072227,4,UV
43168072227,4,WD
43168072227,4,XB
43736454825,4,CC
43736454825,4,SJ
43736454825,4,XB
43736454825,4,CC
43736454825,4,DC
43736454825,4,GJ
43736454825,4,QT
43736454825,4,SJ
43736454825,4,WD
43736454825,4,XB
44231886556,4,BU
44231886556,4,CC
44231886556,4,FW
44231886556,4,QC
44231886556,4,CC
44231886556,4,DC
44231886556,4,FD
44231886556,4,FW
44231886556,4,GJ
44231886556,4,JD
44231886556,4,QT
44231886556,4,RG
44231886556,4,SJ
44231886556,4,SP
44231886556,4,UV
44231886556,4,WJ
44231886556,4,XN
44799642380,4,CC
44799642380,4,CC
45293052304,4,DC
45293052304,4,FW
45293052304,4,SJ
45410114111,4,CC
45410114111,4,CC
45410114111,4,DC
45410114111,4,PZ
522145128789,4,CC
522145128789,4,CC
522145128789,4,DC
522145128789,4,SJ
523084126902,4,DC
20186366493,4,DC
20728727154,4,CC
20728727154,4,UV
20728727154,4,YK
20728727154,4,CC
20728727154,4,DC
20728727154,4,SJ
20728727154,4,UV
20728727154,4,XN
20728727154,4,YK
23896264169,4,CC
23896264169,4,UV
23896264169,4,CC
23896264169,4,DC
23896264169,4,UV
23896264169,4,WD
23896264169,4,YK
24319152517,4,CC
24319152517,4,UV
24319152517,4,XB
24319152517,4,CC
24319152517,4,DC
24319152517,4,FD
24319152517,4,JB
24319152517,4,QT
24319152517,4,UV
24319152517,4,WD
24319152517,4,XB
24319152517,4,YK
35674260254,4,CC
35674260254,4,CC
36982442137,4,CC
36982442137,4,DK
36982442137,4,MO
36982442137,4,UV
36982442137,4,XB
36982442137,4,CC
36982442137,4,DK
36982442137,4,UV
36982442137,4,XB
36982442137,4,ZG
37745552927,4,CC
37745552927,4,CC
37745552927,4,DC
37745552927,4,FD
37745552927,4,GJ
37745552927,4,RG
37745552927,4,SJ
37745552927,4,SP
37745552927,4,UV
37745552927,4,WJ
37745552927,4,XN
40148868087,4,SJ
40148868087,4,SJ
40175359932,4,DC
42981617542,4,CC
42981617542,4,MO
42981617542,4,CC
42981617542,4,DC
42981617542,4,FH
42981617542,4,JB
42981617542,4,YK
42981617542,4,ZG
44069100271,4,DC
522086451970,4,CC
522086451970,4,CC
522086451970,4,DC
522086451970,4,UV
522743875767,4,CC
522743875767,4,CC
42681494957,4,CC
42681494957,4,UV
42681494957,4,XB
42681494957,4,CC
42681494957,4,DC
42681494957,4,GJ
42681494957,4,JB
42681494957,4,ND
42681494957,4,RG
42681494957,4,UV
42681494957,4,WD
42681494957,4,XB
42681494957,4,XN
37443266749,4,DC
43452978184,4,CC
43452978184,4,UV
43452978184,4,CC
43452978184,4,SJ
43452978184,4,UV
43452978184,4,YK
25673844634,4,CC
25673844634,4,CC
25673844634,4,FW
25673844634,4,SP
25673844634,4,UV
25673844634,4,XN
25673844634,4,XN
25673844634,4,ZG
23924620234,4,DC
23924620234,4,GJ
23924620234,4,ND
23924620234,4,PZ
23924620234,4,SJ
23924620234,4,YK
40452911197,4,CC
40452911197,4,CC
43853759026,4,DC
44881048637,4,CC
44881048637,4,UV
44881048637,4,XB
44881048637,4,CC
44881048637,4,DK
44881048637,4,QT
44881048637,4,SJ
44881048637,4,MO
44881048637,4,UV
44881048637,4,XB
44881048637,4,YK
522863996797,4,CC
36513357018,4,BU
36513357018,4,CC
36513357018,4,DC
36513357018,4,DK
36513357018,4,FD
36513357018,4,QT
36513357018,4,SP
36513357018,4,JD
36513357018,4,UV
36513357018,4,WD
36513357018,4,YK
36513357018,4,ZG
18352298789,4,DC
18352298789,4,QT
18352298789,4,YK
18352298789,4,ZG
23969324559,4,CC
23969324559,4,UV
23969324559,4,XB
23969324559,4,CC
23969324559,4,DC
23969324559,4,GJ
23969324559,4,JB
23969324559,4,ND
23969324559,4,RG
23969324559,4,UV
23969324559,4,WD
23969324559,4,XB
23969324559,4,XN
24291960195,4,CC
24291960195,4,XB
24291960195,4,CC
24291960195,4,DC
24291960195,4,UV
24291960195,4,XB
24291960195,4,ZG
43426870825,4,CC
43426870825,4,CC
43426870825,4,DC
43426870825,4,DK
43426870825,4,WD
36574928690,4,CC
36574928690,4,ND
36574928690,4,CC
36574928690,4,DC
36574928690,4,UV
36574928690,4,XB
36574928690,4,ZG
43473279886,4,CC
18999829018,5,CC
18999829018,5,CC
18999829018,5,DC
24596036343,5,CC
24596036343,5,MO
24596036343,5,CC
24596036343,5,FH
24596036343,5,DC
24596036343,5,JB
24596036343,5,ZG
24596036343,5,YK
36613205733,5,CC
36613205733,5,XB
36613205733,5,UV
36613205733,5,CC
36613205733,5,XB
36613205733,5,UV
36613205733,5,DC
36613205733,5,RG
36613205733,5,ND
36613205733,5,WD
36613205733,5,EJ
36613205733,5,YD
43859660891,5,DC
38708270318,5,DC
35540978058,5,CC
35540978058,5,CC
35540978058,5,UV
35540978058,5,DC
35540978058,5,PZ
26519380192,5,CC
26519380192,5,UV
26519380192,5,XB
26519380192,5,DK
26519380192,5,CC
26519380192,5,UV
26519380192,5,XB
26519380192,5,DK
26519380192,5,DC
26519380192,5,QT
26519380192,5,SJ
521513506795,5,CC
521513506795,5,XB
521513506795,5,CC
521513506795,5,XB
521513506795,5,DC
521513506795,5,RG
521513506795,5,YK
521513506795,5,ND
18053093587,5,CC
18053093587,5,UV
18053093587,5,XB
18053093587,5,CC
18053093587,5,UV
18053093587,5,XB
18053093587,5,ZG
18053093587,5,FW
18053093587,5,DC
18053093587,5,YK
18053093587,5,SJ
42468840454,5,CC
42468840454,5,CC
42468840454,5,MO
42468840454,5,YK
42468840454,5,SJ
42468840454,5,DC
522033862841,5,SJ
522033862841,5,DC
522033862841,5,BJ
522033862841,5,PZ
522033862841,5,SJ
521870063421,5,CC
521870063421,5,SJ
521870063421,5,CC
521870063421,5,DC
521870063421,5,SJ
522097809685,5,CC
522097809685,5,XB
522097809685,5,CC
522097809685,5,XB
522097809685,5,DC
522097809685,5,MO
522097809685,5,UV
522097809685,5,PZ
523776961013,5,CC
523776961013,5,CC
523776961013,5,XN
523776961013,5,YK
523776961013,5,XB
523776961013,5,ND
16831203027,5,CC
16831203027,5,CC
16831203027,5,GJ
16831203027,5,DC
16831203027,5,QT
16831203027,5,SJ
16831203027,5,WD
16831203027,5,XN
16831203027,5,YK
19999809846,5,CC
19999809846,5,XB
19999809846,5,BJ
19999809846,5,CC
19999809846,5,DC
19999809846,5,GJ
19999809846,5,QT
19999809846,5,SJ
19999809846,5,XB
19999809846,5,XN
20167630571,5,CC
20167630571,5,XB
20167630571,5,CC
20167630571,5,DC
20167630571,5,ND
20167630571,5,SJ
20167630571,5,SP
20167630571,5,XB
27462844289,5,CC
27462844289,5,XB
27462844289,5,CC
27462844289,5,DC
27462844289,5,PZ
27462844289,5,SJ
27462844289,5,XB
36910165248,5,CC
36910165248,5,CC
36910165248,5,FW
36910165248,5,ND
36910165248,5,XB
36910165248,5,XN
36910165248,5,YK
37994506504,5,DC
38663832002,5,DC
41802068265,5,CC
41802068265,5,XB
41802068265,5,CC
41802068265,5,DC
41802068265,5,GJ
41802068265,5,QT
41802068265,5,SJ
41802068265,5,WD
41802068265,5,XB
43168072227,5,CC
43168072227,5,DK
43168072227,5,XB
43168072227,5,CC
43168072227,5,DC
43168072227,5,DK
43168072227,5,ND
43168072227,5,QT
43168072227,5,SJ
43168072227,5,UV
43168072227,5,WD
43168072227,5,XB
43736454825,5,CC
43736454825,5,SJ
43736454825,5,XB
43736454825,5,CC
43736454825,5,DC
43736454825,5,GJ
43736454825,5,QT
43736454825,5,SJ
